question_id,category_id,question_name,description,answer,image,hint,made_date,ques_concept,scoring_keyword,ml_model_check,upload_check
62,4,헬륨 풍선이 터지는 이유,"놀이공원에 가면 헬륨 가스를 채운 풍선을 팔고 있습니다. 이 풍선을 가지고 있다가 하늘로 올려보내면, 풍선이 높이 올라갈수록 점점 커지다가 마침내는 터지게 됩니다. 풍선이 하늘 높이 올라갈수록 부풀어 오르는 이유는 무엇일까요?","헬륨 가스를 담은 풍선이 높은 고도에 도달하면, 주변의 공기가 희박해져서 기압이 낮아진다. 바깥의 기압(압력)이 낮아지면, 풍선 안의 기체의 부피가 커져서 풍선이 팽창한다. 그리고 팽창이 지속되면 풍선이 터진다.",question/image/question_62.png,압력과 기체의 부피 간의 관계를 생각해봅시다.,2020-08-06,고도가 높은 곳에서는 기압이 낮아진다. 압력이 낮아지면 기체의 부피가 커진다,,1,1
63,4,냉장고 안의 쥬스병,정윤이는 쥬스를 마시고 난 다음에 병 뚜껑을 닫고 냉장고에 다시 넣어두었습니다. 나중에 다시 쥬스를 마시려고 냉장고를 다시 열었는데 플라스틱 병이 조금 찌그러진 상태였습니다. 냉장고 안에서 플라스틱 병이 찌그러지게 된 이유는 무엇일까요? 압력과 온도에 따른 기체의 부피 변화에 관한 지식을 활용하여 설명해봅시다.,"플라스틱 쥬스병을 냉장고에 넣으면, 페트병 안의 기체의 온도가 낮아진다. 기체의 온도가 낮아지면 부피가 줄어들게 된다. 그러므로 플라스틱 병이 찌그러진다.",question/image/question_63.png,기체의 온도와 부피의 관계를 생각해봅시다.,2020-08-06,기체의 온도가 낮아지면 부피가 줄어든다.,,1,1
64,4,물놀이로 더위 쫓기,주원이는 여름 피서로 동해안을 다녀왔습니다. 가족들과 신나게 물놀이를 하다가 밖으로 나오니 몸이 춥게 느껴졌습니다. 더운 여름날에도 물놀이를 하면 춥게 느껴지는 이유는 무엇일까요? 물질의 상태변화와 관련지어 설명해봅시다,바닷물이 피부 위에서 증발하면서 기화열을 흡수한다. 이로 인해 열을 빼앗긴 피부에서 시원함이 느껴진다.,question/image/question_64.png,바닷물이 피부 위에서 마릅니다.,2020-08-06,바닷물 등의 액체가 증발할 때 기화열을 흡수한다.,,1,1
65,4,물리화학적 변화 비교,종이를 자른다. 컵이 깨진다. 얼음이 녹는다. 이는 물리변화의 예 입니다. 물리변화의 특징은 무엇일까요?,"물리 변화는 물질을 이루는 분자의 배열만 달라지고, 분자 자체는 변하지 않아 물질의 성질에는 변화가 없다.",question/image/question_65.png,물리변화가 일어난 후 물질의 상태를 생각해 봅시다.,2020-09-28,물리변화의 특징을 이해한다.,"분자, 배열, 달라진다, 성질, 변하지않는다.",0,1
66,4,물리화학적 변화 비교,달걀 껍데기와 식초가 반응하면 이산화탄소가 발생한다. 철로 만든 못이 녹슨다. 종이가 타서 재가 된다. 이는 화학변화의 예 입니다. 화학변화의 특징은 무엇일까요?,화학 변화는 물질을 이루는 원자의 배열이 달라져 물질의 성질에 변화가 있다.,question/image/question_66.png,화학변화가 일어난 후 물질의 상태를 생각해 봅시다.,2020-09-28,화학변화의 특징을 이해한다.,"원자, 배열, 달라진다, 성질, 변한다",0,1
67,4,물의 증발,물이 담긴 그릇을 운동장에 놓고 시간이 지나면 그릇 속의 물의 양은 어떻게 되는지 이유와 함께 설명해 봅시다.,그릇 속의 물은 증발이 일어나기 때문에 물의 양이 줄어든다.,question/image/question_67.PNG,운동장에 물을 뿌리면 어떻게 되는지 생각해 봅시다.,2020-09-28,증발의 의미를 안다.,"증발, 줄어든다",0,1
68,4,포화상태,물이 담긴 그릇을 밀폐된 곳에 넣어 두고 시간이 지나면 증발이 일어나 그 양이 조금씩 줄어들다가 어느 정도 시간이 지나면 물의 양이 더 이상 줄어들지 않게 됩니다. 그 이유는 무엇일까요?,그릇 속 물은 증발이 일어나 밀폐된 공간이 포함할 수 있는 수증기의 양의 최대인 포화상태가 되었기 때문이다.,question/image/question_68.jpg,물이 증발되면 수증기가 됩니다.,2020-09-28,포화상태의 의미를 이해한다.,"증발, 수증기, 최대, 포화상태",0,1
69,4,응결,겨울철 실내에 들어왔을 때 안경에 김이 서리는 이유를 공기 중 수증기의 변화를 이용해 설명해 봅시다.,공기 중의 수증기가 차가운 안경에 의해 액체 상태의 물이 되는 응결이 일어나기 때문이다.,question/image/question_69.jpg,안경에 서린 김은 공기 중의 수증기가 액체가 된 상태입니다.,2020-09-28,응결의 의미를 이해한다.,"수증기, 액체, 물이되다, 응결",0,1
70,4,응결과 이슬점,기온이 낮아지는 새벽에 이슬이 맺히는 이유를 응결과 이슬점을 이용하여 설명해봅시다.,공기가 냉각되어 기온이 이슬점보다 낮아져 포화 상태에 이르러 응결이 일어나기 때문이다.,question/image/question_70.PNG,불포화 상태인 공기가 냉각되면 포화 수증기량이 감소합니다.,2020-09-28,기온과 이슬점에 따른 응결을 이해한다.,"냉각, 낮아지다, 기온, 이슬점, 응결, 포화상태",0,1
71,4,한랭 전선,한랭 전선이 형성되는 과정을 설명하고 전선면의 모양과 발달되는 구름과 강수 형태를 설명해 봅시다.,한랭 전선은 찬 기단이 따뜻한 기단 아래로 파고들어 경사가 급한 전선면이 형성된다. 한랭 전선에서는 적운형 구름이 생기며 좁은 지역에 소나기가 내린다.,question/image/question_71.jpg,성질이 다른 두 기단이 만나 섞이지 않고 생긴 경계면을 전선면이라고 합니다.,2020-09-28,"한랭 전선의 형성과 전선면에서의 구름, 강수 형태를 이해한다.","찬, 따뜻한, 기단, 파고들어, 경사가 급한, 적운형, 소나기, 좁은",0,1
72,4,온난전선,온난 전선이 형성되는 과정을 설명하고 전선면의 모양과 발달되는 구름과 강수 형태를 설명해 봅시다.,온난 전선은 따뜻한 기단이 찬 기단을 타고 올라가면서 경사가 완만한 전선면이 형성된다. 온난 전선에서는 층운형 구름이 생기며 넓은 지역에 지속적인 비가 내린다.,question/image/question_72.jpg,성질이 다른 두 기단이 만나 섞이지 않고 생긴 경계면을 전선면이라고 합니다.,2020-09-28,"온난 전선의 형성과 전선면에서의 구름, 강수 형태를 이해한다.","따뜻한, 찬, 기단, 타고 오르다, 완만한, 넓은, 지속적, 층운형",0,1
73,4,고기압의 날씨,기상캐스터가 '고기압의 영향으로 맑은 날씨가 예상됩니다.'라고 하는 이유를 기압과 기류 를 통해 설명해봅시다.,고기압에서는 위에서 아래로 공기가 내려오는 하강기류가 생기며 지상에서 바람이 주변으로 불어나간다. 따라서 구름이 생기지 않아 날씨가 맑다.,question/image/question_73.jpg,"주변보다 기압이 높은 곳을 고기압이라고 하고, 주변보다 기압이 낮은 곳을 저기압이라고 합니다.",2020-09-28,고기압 지역에서 날씨가 맑은 이유를 이해한다.,"하강기류, 내려오다, 불어나가다, 구름, 생기지 않는다, 안생긴다, 맑다",0,1
74,4,저기압의 날씨,기상태스터가 '저기압의 영향으로 흐린 날씨가 예상됩니다.'라고 하는 이유를 기압과 기류를 통해 설명해 봅시다.,저기압에서는 아래에서 위로 공기가 올라가는 상승기류가 생기며 지상에서 바람이 주변에서 시계 반대 방향으로 불어들어온다. 따라서 구름이 잘 생겨 날씨가 흐리고 비나 눈이 온다.,question/image/question_74.jpg,"주변보다 기압이 높은 곳을 고기압이라고 하고, 주변보다 기압이 낮은 곳을 저기압이라고 합니다.",2020-09-28,저기압 지역에서 날씨가 흐린 이유를 이해한다.,"상승기류, 불어들어온다, 시계반대방향, 구름, 생긴다, 흐리다, 비, 눈",0,1
75,4,과학에서의 일,역기 선수가 역기를 들고 있을 때 과학적으로 일을 한다고 할 수 있을까요? 힘의 방향과 이동거리를 이용해 설명해봅시다.,"역기를 드는 힘의 방향은 수직 방향이지만, 역기의 이동거리가 0이므로 과학적으로 일을 한다고 할 수 없다.",question/image/question_75.jpg,과학에서의 일은 물체에 힘이 작용하여 물체가 힘의 방향으로 이동하는 것을 말합니다.,2020-09-28,이동 거리에 따른 일에 대해 이해한다.,"이동거리 0, 수직, 없다",0,1
76,4,과학에서의 일,상자를 들고 걸어가고 있을 때 과학적으로 일을 한다고 할 수 있을까요? 힘의 방향과 이동거리를 이용해 설명해봅시다.,상자를 드는 힘의 방향은 수직 방향이고 상자가 이동한 방향은 수평 방향이므로 힘의 방향과 이동 방향이 달라 과학적으로 일을 한다고 할 수 없다.,question/image/question_76.png,과학에서의 일은 물체에 힘이 작용하여 물체가 힘의 방향으로 이동하는 것을 말합니다.,2020-09-28,이동 방향에 따른 일에 대해 이해한다.,"힘의 방향, 수직, 이동 방향, 수평, 방향이 다르다, 없다.",0,1
77,4,뉴런에서의 자극의 전달 과정,"뉴런은 기능에 따라 감각뉴런, 연합뉴런, 운동뉴런으로 구분할 수 있습니다. 감각뉴런은 자극을 어떻게 어디로 전달하는지 설명해봅시다.",감각뉴런은 감각기관에서 받아들인 자극을 중추신경계(연합뉴런)으로 전달한다.,question/image/question_77.PNG,감각뉴런의 역할을 생각해봅시다.,2020-09-28,감각뉴런의 자극 전달 과정을 이해한다.,"감각기관, 받아들이다, 자극, 중추신경계, 연합뉴런, 전달, 보내다",0,1
78,4,뉴런에서의 자극의 전달 과정,"뉴런은 기능에 따라 감각뉴런, 연합뉴런, 운동뉴런으로 구분할 수 있습니다. 연합뉴런의 역할은 무엇인지 설명해 봅시다.",연합뉴런은 감각 뉴런에서 전달된 자극을 느끼고 적절한 명령을 내리는데 관여한다.,question/image/question_78.PNG,연합 뉴런은 뇌와 척수 같은 중추 신경을 이룹니다.,2020-09-28,연합뉴런의 역할을 이해한다.,"자극, 느끼다, 명령하다, 명령을내리다",0,1
79,4,뉴런에서의 자극의 전달 과정,"뉴런은 기능에 따라 감각뉴런, 연합뉴런, 운동뉴런으로 구분할 수 있습니다. 운동뉴런은 자극을 어떻게 어디로 전달하는지 설명해봅시다.",운동뉴런은 중추신경계(연합뉴런)의 명령을 받아 반응기로 전달한다.,question/image/question_79.PNG,운동뉴런의 역할을 생각해봅시다.,2020-09-28,운동뉴런의 자극 전달과정을 이해한다.,"명령을받아, 반응기, 전달",0,1
80,4,혈당량의 조절,밥을 먹은 후 소화 과정을 거치며 우리 몸 속의 혈당이 올라가게 됩니다. 증가한 혈당 수치를 어떻게 조절할 수 있는지 우리 몸의 기관과 호르몬을 이용해 과정을 설명해봅시다.,소화에 의해 생성된 포도당은 이자에서 분비된 인슐린을 통해 글리코젠으로 전환되어 포도당의 흡수를 촉진시킨다.,question/image/question_80.png,"혈액 속의 포도당량을 혈당량이라하고, 혈당량이 일정수준으로 유지되어야 세포에 에너지 공급이 정상적으로 일어날 수 있게 됩니다.",2020-09-28,혈당량의 조절 과정을 이해한다.,"이자, 인슐린, 글리코젠, 전환, 흡수, 촉진",0,1
81,4,상동 염색체,"체세포에 들어 있는 염색체는 옥수수 20개, 고양이 38개, 개 78개, 사람 76개 입니다. 이 염색체들은 쌍을 이루고 있는데 이를 무엇이라고 하는지 적고 특징을 설명해봅시다.",체세포에는 모양과 크기가 같은 염색체가 쌍을 이루고 있는데 이를 상동염색체라고 한다.,question/image/question_81.png,쌍을 이루고 있는 염색체들의 모양과 크기에 대해 생각해봅시다.,2020-09-28,상동염색체의 정의를 이해한다.,"모양, 크기, 같다, 쌍, 상동염색체",0,1
82,4,역학적 에너지 보존,공기와의 마찰이 없을 때 낙하하는 자석의 역학적 에너지는 어떻게 되는지 설명해 봅시다.,자석이 낙하하는 동안 운동에너지는 증가하고 위치에너지는 감소하며 역학적 에너지가 보존된다.,question/image/question_82.png,역학적에너지는 운동에너지와 위치에너지의 합입니다.,2020-09-29,역학적 에너지가 보존된다는 것을 이해한다.,"역학적에너지, 보존, 운동에너지 증가, 위치에너지 감소",0,1
83,4,에너지의 변환,공기와의 마찰이 없을 때 낙하하는 자석이 코일을 통과할 때 역학적 에너지는 어떻게 변하는지 설명해 봅시다.,자석이 낙하하며 코일을 통과하는 동안 전자기 유도가 일어나며 역학적에너지는 전기에너지로 변환된다.,question/image/question_83.jpg,자석이 코일을 통과할 때 일어나는 현상을 생각해봅시다.,2020-09-29,전자기 유도를 이해한다. 에너지의 변환에 대해 이해한다.,"전자기유도, 역학적에너지, 전기에너지, 변환",0,1
84,4,별의 온도에 따른 색,"밤 하늘의 별을 자세히 관측해 보면 별의 색은 다양합니다. 오리온자리의 베텔게우슨 붉은색이고, 리겔은 청백색으로 보입니다. 이렇게 별들이 색을 띠는 빛을 내는 이유를 설명해 봅시다.","별의 표면 온도에 따라 별의 색이 다르다. 표면 온도가 높은 별은 푸른색을 띠고, 표면온도가 낮은 별은 붉은색을 띤다.",question/image/question_84.PNG,촛불의 속불꽃과 겉불꽃의 색이 다른 이유와 연관지어 생각해 봅시다.,2020-09-29,별의 색은 온도와 연관 있음을 이해한다.,"온도, 높다, 푸른색, 낮다, 붉은색",0,1
85,4,우주의 팽창,"과학자들이 외부 은하를 관찰한 결과, 대부분의 외부 은하들이 서로 멀어지고 있음을 알아내었습니다. 외부 은하들이 멀어지고 있는 증거와 함께 외부 은하가 서로 멀어지고 있다는 것은 무엇을 의미하는지 설명해보세요.",외부 은하가 서로 멀어지는 증거는 적색 편이가 일어나는 것이다. 이는 우주가 팽창한다는 것을 의미한다.,question/image/question_85.PNG,구급차가 멀어지며 들리는 소리의 변화인 도플러 효과를 생각해봅시다.,2020-09-29,우주 팽창의 증거를 이해한다.,"적색 편이, 팽창",0,1
86,4,복사 평형,적외선 가열 장치로 검은색 알루미늄 컵을 가열하면 시간에 따라 컵 속의 온도가 점점 높아지다가 일정해진다. 컵 속의 온도가 변하는 이유를 복사에너지를 이용해 설명해봅시다.,적외선 가열 장치에서 방출된 복사 에너지의 양과 컵이 흡수하는 복사 에너지의 양이 같아지기 때문이다.,question/image/question_86.png,"모든 물체는 그 물체의 온도에 해당하는 에너지를 복사의 형태로 방출하는데, 이 에너지를 복사에너지라고 합니다.",2020-09-29,복사에너지의 방출과 흡수에 의한 복사평형을 이해한다.,"복사에너지, 방출, 흡수, 에너지양, 같다.",0,1
87,4,포화상태와 불포화상태,뚜껑이 있는 물이 담긴 컵 안은 포화 상태입니다. 컵 안을 불포화 상태로 만들기 위한 방법을 포화 수증기량을 이용해 설명해봅시다. (컵안의 온도는 10도이다.),기온이 높을수록 포화 수증기량은 증가하기 때문에 컵 안의 온도를 10도보다 높여주면 불포화 상태가 된다.,question/image/question_87.jpg,"공기가 더 많은 수증기를 포함할 수 없는 상태를 포화 상태라고 하며, 공기가 수증기를 더 포함할 수 있는 상태를 불포화 상태라고 합니다",2020-09-29,기온에 따른 포화수증기의 양을 이해한다.,"높을수록, 포화수증기량, 증가, 불포화상태, 온도, 높여준다, 올린다",0,1
88,4,생장,"강아지가 자라면서 몸집이 커지게 되는데 이는 강아지의 몸을 이루고 있는 세포에 의해 일어나게됩니다. 이때, 세포에 의해 어떻게 강아지의 몸집이 커지게 되는지 설명해봅시다.",강아지의 몸을 이루는 세포들이 분열하며 세포의 수가 늘어나 강아지의 몸집이 커지게 된다.,question/image/question_88.jpg,강아지의 몸집이 점점 커지는 것을 생장이라고 합니다.,2020-09-30,세포에 의해 생장이 일어나는 이유를 이해한다.,"세포, 분열, 수, 늘어나, 많아진다, 증가",0,1
89,4,앙금 생성 반응,온천을 좋아하는 짱구는 자주가는 온천수에 칼슘이 들어있다는 주인의 말을 듣고 정말 칼슘이 있는지 궁금해졌습니다. 어떻게하면 짱구가 온천수 속의 칼슘이 들어있는지 알 수 있을까요?,온천수에 탄산나트륨(베이킹소다)를 넣어 탄산칼슘앙금이 생성되는지 확인해 칼슘이온이 들어있는지 확인한다.,question/image/question_89.png,앙금 생성 반응을 생각해보세요.,2020-09-30,앙금생성반응을 이해하고 생성되는 앙금의 종류를 안다.,"탄산나트륨, 탄산칼슘, 앙금, 베이킹소다, 식소다, 앙금생성반응",0,1
90,4,광합성이 일어나는 이유,식물은 광합성을 통해 에너지를 얻습니다. 광합성은 잎에서 가장 많이 일어나는데 그 이유를 설명해보세요.,광합성은 엽록체에서 일어난다. 엽록체는 초록색을 띄고 있고 식물의 잎에 엽록체가 많기 때문에 식물의 잎에서 광합성이 많이 일어난다.,question/image/question_90.PNG,잎이 초록색을 띄는 이유를 생각해 봅시다.,2020-09-30,광합성이 엽록체에서 일어남을 이해한다.,"엽록체, 초록색, 많다, 잎",0,1
91,4,광합성이 일어나는 조건,식물은 광합성을 통해 생장하며 열매를 맺습니다. 여름철에 기온이 매우 높으면 열매의 수확량이 감소하게 되는데 그 이유는 무엇인지 설명해봅시다.,"광합성은 온도가 높을 수록 잘 일어나지만, 일정 온도를 넘게되면 광합성이 오히려 잘 일어나지 않기 때문이다.",question/image/question_91.PNG,온도와 광합성과의 관계를 생각해봅시다.,2020-09-30,광합성과 온도의 관계를 이해한다.,"온도, 높다, 잘일어난다, 넘는다, 안일어난다. 너무높다",0,1
92,4,광합성이 일어나는 조건,어느 날 개기 일식이 일어나 3시간 밖에 태양을 볼 수 없었다고 합니다. 그 날 식물이 소모하는 이산화탄소의 양은 평소에 비해 어떤 차이가 있을지 설명해봅시다.,광합성은 이산화탄소화 빛을 이용해 일어납니다. 개기 일식으로 인해 빛의 양이 적어져 광합성이 적게 일어나기 때문에 소모하는 이산화탄소의 양 또한 적어지게 됩니다.,question/image/question_92.jpg,광합성은 이산화탄소와 빛을 이용해 일어납니다.,2020-10-01,빛의 양에 따른 광합성 양의 변화를 이해한다.,"이산화탄소, 빛, 적어지다, 낮아진다,",0,1
93,4,순환계,우리 신체에서 순환계가 하는 역할은 무엇인가요?,순환계는 신체 곳곳에 산소와 이산화탄소 그리고 영상소를 운반하는 역할을 한다.,question/image/question_93.PNG,순환계를 통해 혈액이 온몸 구석구석을 돌면서 무엇을 하는지 생각해 봅시다.,2020-10-01,순환계의 역할을 이해한다.,"산소, 이산화탄소, 영양소, 운반, 운송, 수송, 가져다준다.",0,1
94,4,세포호흡,"사람은 세포호흡을 통해 신체적 활동, 체온유지, 생장 등에 이용합니다. 세포호흡이란 무엇을 의미하는 것일까요?",세포에서 영양소와 산소가 반응하여 이산화탄소와 물이 생성되며 에너지가 발생하는 과정이다.,question/image/question_94.png,"신체적활동, 체온유지, 생장 등에는 에너지가 이용됩니다.",2020-10-01,세포호흡을 이해한다.,"세포, 영양소, 산소, 반응, 이산화탄소, 물, 에너지",0,1
95,4,밀도,똑같은 투명한 컵에 든 물과 소금물 그리고 달걀이 있습니다. 달걀을 이용해 어떻게 물과 소금물을 구별할 수 있을지 설명해봅시다.,소금물은 물보다 밀도가 높다. 따라서 달걀을 넣었을 때 소금물에서 달걀이 떠오르는 것을 통해 소금물과 물을 구별할 수 있다.,question/image/question_95.PNG,소금물과 물은 농도가 다르고 농도에 따라 달라지는 물질의 특성에 대해 생각해봅시다.,2020-10-01,밀도에 따른 물질의 분류를 이해한다.,"소금물, 밀도 높다, 떠오르다,",0,1
96,4,거름을 통한 물질의 분리,염전에서 얻는 천일염에는 흙과 같이 물에 녹지 않는 불순물이 섞여있습니다. 어떤 방법을 이용해 천일염의 불순물을 제거할 수 있을지 설명해봅시다.,천일염을 물에 녹여 흙과 같은 불순물을 걸러낸 뒤 증발시킨다.,question/image/question_96.PNG,소금은 물에 녹고 흙은 물에 녹지 않는 성질을 이용해 생각해봅시다.,2020-10-01,거름을 통한 물질의 분리 과정을 이해한다.,"녹이다, 녹임, 거르다, 거름, 증발, 재결정",0,1
97,4,온도에 따른 물체의 부피 변화,"두 그릇이 서로 끼어 빠지지 않을 때 위에 그릇에는 찬 물을 담고 아래 그릇을 뜨거운 물에 담그면 잘 분리가 되는데, 그 이유에 대해 설명해봅시다.",찬 물이 담긴 그릇은 부피가 수축하고 뜨거운 물에 담은 그릇은 부피가 팽창하기 때문에 그릇이 분리된다.,question/image/question_97.PNG,온도에 따라 물체의 부피가 어떻게 변화하는지 생각해봅시다.,2020-10-03,온도에 따른 물체의 부피변화를 이해할 수 있다.,"찬물, 부피, 수축, 뜨거운물, 팽창",0,1
98,4,지구 내부 지진파,다음 그래프는 지구 내부 지진파의 속도를 나타낸 것입니다. A구간에서는 S파가 나타나지 않는데 그 이유를 무엇일까요?,"S파는 고체상태의 물질만 통과할 수 있다. A부근은 외핵으로, 액체 상태로 이루어져있기 때문에 S파가 통과할 수 없다.",question/image/question_98.PNG,지진파는 전달되는 물질의 상태에 따라 속도등이 변하게 됩니다.,2020-08-06,지구내부 외핵의 상태를 이해한다.,"S파, 횡파, 고체상태, 물질, 통과, 지나가다, 외핵, 액체 상태 통과할 수 없다, 지나갈 수 없다, 거쳐서 갈 수 없다.",0,1
99,4,대륙 이동의 증거,"남아메리카와 아프리카, 인도, 오스트레일리아의 아래쪽과 남극의 위쪽은 서로 멀리 떨어져있지만 같은 식물 화석이 발견되는 이유는 무엇일까요?",과거에는 대륙이 하나로 붙어있는 판게아에서 시간이 지나며 대륙이 이동했기 때문이다.,question/image/question_99.png,같은 식물 화석 뿐 아니라 각 대륙의 해안선의 모양도 일치하다는 사실을 함께 생각해봅시다.,2020-10-03,대륙 이동의 증거를 이해한다.,"대륙, 하나, 판게아, 대륙이동",0,1
100,4,입자,물100mL와 에탄올 100mL를 하나의 눈금 실린더에 넣어 섞었더니 용액의 부피가 200mL보다 적게 나왔습니다. 이유가 무엇일까요?,"물과 에탄올은 모두 입자로 이루어져 있고, 큰 입자 사이의 공간으로 작은 입자가 들어가며 용액의 전체 부피가 줄어든다.",question/image/question_100.PNG,물과 에탄올을 이루는 것이 무엇인지 생각해봅시다.,2020-10-03,물질이 입자로 이루어져있음을 이해한다.,"물, H2O, 에탄올, C2H5OH, 입자, 공간, 빈부분",0,1
101,4,들숨과 날숨,플라스크에 담긴 석회수에 날숨을 불어 넣으면 석회수가 뿌옇에 흐려집니다. 그 이유에 대해 설명해 봅시다.,우리가 내뱉는 숨(날숨)에는 이산화탄소가 포함되어 있어 석회수가 뿌옇게 흐려진다.,question/image/question_101.jpg,날숨에 포함된 기체의 종류에 대해 생각해봅시다.,2020-10-03,날숨에 포함된 기체와 석회수의 반응에 대해 이해한다.,"날숨, 내뱉는, 숨, 이산화탄소, CO2",0,1
102,4,전류와 저항,젖은 손으로 전기기구를 사용하는 경우 감전의 위험이 높아지게 되는데 그 이유를 저항과 전류와의 관계를 이용해 설명해봅시다.,젖은 손은 저항이 작아 전류가 잘 흐르기 때문에 감전의 위험이 높다.,question/image/question_102.PNG,옴의 법칙을 통해 전류와 저항의 관계를 생각해봅시다.,2020-10-03,저항과 전류의 관계를 이해한다.,"젖은 손, 물, 저항, 작다, 전류, 잘흐른다",0,1
103,4,판의 경계,우리나라에 비해 일본은 화산활동과 지진이 많이 발생합니다. 그 이유가 무엇일까요?,우리나라와 달리 일본은 판과 판이 부딪히는 판의 경계에 위치하기 때문이다.,question/image/question_103.jpg,화산활동과 지진은 여러 판들의 상호작용에 의해 생깁니다.,2020-08-06,판의 경계의 이해한다.,"판, 부딪히는, 부닥치는, 경계, 위치하다, 자리하다, 차지하다, 있다, 존재하다",0,1
104,4,입자,"보일은 J자관 실험에서 수은을 더 넣을 수록 막힌 부분에 채워진 공기의 부피가 줄어드는 것을 발견했는데, 이를 통해 알 수 있는 사실은 무엇인지 설명해봅시다.",공기는 입자로 이루어져 있으며 공기를 이루는 입자들 사이에는 빈 공간이 존재한다.,question/image/question_104.PNG,공기를 이루고 있는 것이 무엇인지 생각해봅시다.,2020-10-03,입자사이의 빈 공간이 있음을 이해한다.,"입자, 빈공간, 공간",0,1
105,4,배설과 질병,"다음은 어떤 사람의 소변 검사지 결과입니다. 이 사람이 앓고 있는 병이 무엇인지 쓰고, 판단한 이유를 설명해 봅시다.",포도당이 검출되었으므로 이 사람은 당뇨병을 앓고 있다.,question/image/question_105.PNG,포도당과 단백질의 배설 과정을 생각해 봅시다.,2020-10-03,배설 과정에서 포도당의 흡수에 대해 이해한다.,"포도당, C6H12O6, 당뇨병",0,1
106,4,우리나라 주변의 해류,다음은 우리나라 주변의 해류를 표시한 그림입니다. 다음 지점 중 좋은 어장이 형성되는 곳은 어디이며 그 이유가 무엇일까요?,한류와 난류가 만나는 조경수역이 가장 좋은 어장이기 때문에 B이다.,question/image/question_106.PNG,각 해류가 한류인지 난류인지 생각해봅시다.,2020-10-03,해류의 종류를 이해한다.,"한류, 난류, 만나다, 합쳐지다, 동시에, 존재, 조경수역",0,1
107,4,하천의 모습,"다음 그림은 곡류가 하천의 과거 모습과 현재의 모습을 나타낸 것입니다. 과거에는 점선처럼 모양을 가지고 있던 하천이 점점 실선처럼 모습을 바꾸게 되는데, B보다 A가 더 많이 바뀐 것을 알 수 있습니다. 왜 A가 더 많이 휘어진 것일까요?",A의 유속이 더 빨라 침식 작용이 활발하게 일어났기 때문이다.,question/image/question_107.PNG,하천이 흐르며 흙을 반하는 것을 생각해 봅시다.,2020-10-03,유속과 침식 작용의 관계를 이해한다.,"유속, 속도, 침식, 깍이, 빨라, 빠르, 깍아, 깍여",0,1
108,4,부력,모양과 크기가 같은 쇠공인 A과 나무공인 B를 물속에 넣었을 때 A는 가라앉고 B는 떠올랐습니다. 물속에서 서로 다른 현상이 나타나는지 두 물체의 차이를 통해 설명해봅시다.,쇠공인 A가 나무공인 B보다 무겁기 때문에 물속에서 받는 부력의 크기보다 A의 중력의 크기가 더 크기 때문이다.,question/image/question_108.PNG,물속에서 물체는 부력을 받습니다.,2020-10-03,중력과 부력의 관계를 이해한다.,"쇠, 무겁다, 중력이크다",0,1
109,4,불의 고리,그림에서와 같이 태평양을 둘러싼 지역인 불의 고리에서 화산폭발이 자주 일어나는 이유를 설명해 봅시다.,불의 고리 지역은 지각을 이루는 판의 경계에 위치해 있기 때문에 지각 활동이 활발하게 일어난다.,question/image/question_109.PNG,지각은 판으로 이루어져 있습니다.,2020-10-03,판의 경계에서의 지각 활동에 대해 이해한다.,"판의 경계, 활발, 지각활동",0,1
110,4,열대 저기압,우리나라에서 발생하는 열대저기압인 태풍은 적도 부근 지역의 바다에서 발생하게 됩니다. 열대저기압이 발생하는 과정에 대해 설명해 봅시다.,적도 지역의 따뜻한 바다에서 공기가 데워지며 큰 상승기류가 발달하게 되며 강한 저기압이 형성되기 때문이다.,question/image/question_110.PNG,적도 지역의 온도와 기류에 대해 생각해봅시다.,2020-10-03,열대 저기압의 생성 원인을 이해한다.,"따뜻한, 뜨거운, 공기, 상승기류, 큰, 강한, 저기압",0,1
111,3,자원의 수출과 수입,"자원은 인간에게 쓸모 있고 기술적으로 개발할 수 있으며 경제적 가치가 있는 모든 것을 말합니다. 이러한 자원으로는 고갈되는 자원과 재생 가능한 자원들이 있습니다. 대부분의 나라들은 이 자원을 서로 수출, 수입해가며 사용합니다. 이렇듯 자원을 수출, 수입하는 이유는 자원의 어떠한 특징 때문에 나타나는 현상일까요?",자원의 편재성 때문이다.,question/image/question_111.PNG,석유를 예를 들어 생각해봅시다.,2020-08-06,자원의 편재성을 이해한다.,"자원, 물자, 편재하다, 집중되다",0,1
112,3,우리나라의 농업 형태,온대 기후는 그 강수량 집중도에 따라 다르게 나타납니다. 전체적으로 날씨가 따뜻하고 강수량이 적당하여 농업에 유리하기에 인구가 많이 분포합니다. 또한 계절 변화가 있어 계절에 따른 가양한 의복을 갖추고 있다는 공통점을 가지고 있습니다. 하지만 그 지역에 따라 차이가 나타납니다. 이 중 우리나라의 경우는 여름에 강수량이 집중된 지역입니다. 그렇다면 우리나라는 어떤 형태의 농업이 발달하였을까요?,여름철에 강수가 집중되므로 저수지를 만들어 물을 저장하여 사용하는 농업형식이 발달하였다.,question/image/question_112.PNG,강수가 집중될 때의 물을 물이 부족한 시기에 어떻게 사용할지 생각해봅시다.,2020-08-06,우리나라의 농업 형태 이해한다.,"저장, 모아놓다",0,1
